feature,label,boundary
/TCG-15/features/subject_2_instance_89.npy,/TCG-15/gt_arr/subject_2_instance_89.npy,/TCG-15/gt_boundary_arr/subject_2_instance_89.npy
/TCG-15/features/subject_2_instance_91.npy,/TCG-15/gt_arr/subject_2_instance_91.npy,/TCG-15/gt_boundary_arr/subject_2_instance_91.npy
/TCG-15/features/subject_2_instance_92.npy,/TCG-15/gt_arr/subject_2_instance_92.npy,/TCG-15/gt_boundary_arr/subject_2_instance_92.npy
/TCG-15/features/subject_2_instance_93.npy,/TCG-15/gt_arr/subject_2_instance_93.npy,/TCG-15/gt_boundary_arr/subject_2_instance_93.npy
/TCG-15/features/subject_2_instance_94.npy,/TCG-15/gt_arr/subject_2_instance_94.npy,/TCG-15/gt_boundary_arr/subject_2_instance_94.npy
/TCG-15/features/subject_2_instance_95.npy,/TCG-15/gt_arr/subject_2_instance_95.npy,/TCG-15/gt_boundary_arr/subject_2_instance_95.npy
/TCG-15/features/subject_2_instance_96.npy,/TCG-15/gt_arr/subject_2_instance_96.npy,/TCG-15/gt_boundary_arr/subject_2_instance_96.npy
/TCG-15/features/subject_2_instance_97.npy,/TCG-15/gt_arr/subject_2_instance_97.npy,/TCG-15/gt_boundary_arr/subject_2_instance_97.npy
/TCG-15/features/subject_2_instance_98.npy,/TCG-15/gt_arr/subject_2_instance_98.npy,/TCG-15/gt_boundary_arr/subject_2_instance_98.npy
/TCG-15/features/subject_2_instance_99.npy,/TCG-15/gt_arr/subject_2_instance_99.npy,/TCG-15/gt_boundary_arr/subject_2_instance_99.npy
/TCG-15/features/subject_2_instance_101.npy,/TCG-15/gt_arr/subject_2_instance_101.npy,/TCG-15/gt_boundary_arr/subject_2_instance_101.npy
/TCG-15/features/subject_2_instance_102.npy,/TCG-15/gt_arr/subject_2_instance_102.npy,/TCG-15/gt_boundary_arr/subject_2_instance_102.npy
/TCG-15/features/subject_2_instance_103.npy,/TCG-15/gt_arr/subject_2_instance_103.npy,/TCG-15/gt_boundary_arr/subject_2_instance_103.npy
/TCG-15/features/subject_2_instance_104.npy,/TCG-15/gt_arr/subject_2_instance_104.npy,/TCG-15/gt_boundary_arr/subject_2_instance_104.npy
/TCG-15/features/subject_2_instance_105.npy,/TCG-15/gt_arr/subject_2_instance_105.npy,/TCG-15/gt_boundary_arr/subject_2_instance_105.npy
/TCG-15/features/subject_2_instance_106.npy,/TCG-15/gt_arr/subject_2_instance_106.npy,/TCG-15/gt_boundary_arr/subject_2_instance_106.npy
/TCG-15/features/subject_2_instance_107.npy,/TCG-15/gt_arr/subject_2_instance_107.npy,/TCG-15/gt_boundary_arr/subject_2_instance_107.npy
/TCG-15/features/subject_2_instance_108.npy,/TCG-15/gt_arr/subject_2_instance_108.npy,/TCG-15/gt_boundary_arr/subject_2_instance_108.npy
/TCG-15/features/subject_2_instance_109.npy,/TCG-15/gt_arr/subject_2_instance_109.npy,/TCG-15/gt_boundary_arr/subject_2_instance_109.npy
/TCG-15/features/subject_3_instance_1.npy,/TCG-15/gt_arr/subject_3_instance_1.npy,/TCG-15/gt_boundary_arr/subject_3_instance_1.npy
/TCG-15/features/subject_3_instance_2.npy,/TCG-15/gt_arr/subject_3_instance_2.npy,/TCG-15/gt_boundary_arr/subject_3_instance_2.npy
/TCG-15/features/subject_3_instance_3.npy,/TCG-15/gt_arr/subject_3_instance_3.npy,/TCG-15/gt_boundary_arr/subject_3_instance_3.npy
/TCG-15/features/subject_3_instance_4.npy,/TCG-15/gt_arr/subject_3_instance_4.npy,/TCG-15/gt_boundary_arr/subject_3_instance_4.npy
/TCG-15/features/subject_3_instance_5.npy,/TCG-15/gt_arr/subject_3_instance_5.npy,/TCG-15/gt_boundary_arr/subject_3_instance_5.npy
/TCG-15/features/subject_3_instance_6.npy,/TCG-15/gt_arr/subject_3_instance_6.npy,/TCG-15/gt_boundary_arr/subject_3_instance_6.npy
/TCG-15/features/subject_3_instance_7.npy,/TCG-15/gt_arr/subject_3_instance_7.npy,/TCG-15/gt_boundary_arr/subject_3_instance_7.npy
/TCG-15/features/subject_3_instance_8.npy,/TCG-15/gt_arr/subject_3_instance_8.npy,/TCG-15/gt_boundary_arr/subject_3_instance_8.npy
/TCG-15/features/subject_3_instance_9.npy,/TCG-15/gt_arr/subject_3_instance_9.npy,/TCG-15/gt_boundary_arr/subject_3_instance_9.npy
/TCG-15/features/subject_3_instance_11.npy,/TCG-15/gt_arr/subject_3_instance_11.npy,/TCG-15/gt_boundary_arr/subject_3_instance_11.npy
/TCG-15/features/subject_3_instance_12.npy,/TCG-15/gt_arr/subject_3_instance_12.npy,/TCG-15/gt_boundary_arr/subject_3_instance_12.npy
/TCG-15/features/subject_3_instance_13.npy,/TCG-15/gt_arr/subject_3_instance_13.npy,/TCG-15/gt_boundary_arr/subject_3_instance_13.npy
/TCG-15/features/subject_3_instance_14.npy,/TCG-15/gt_arr/subject_3_instance_14.npy,/TCG-15/gt_boundary_arr/subject_3_instance_14.npy
/TCG-15/features/subject_3_instance_15.npy,/TCG-15/gt_arr/subject_3_instance_15.npy,/TCG-15/gt_boundary_arr/subject_3_instance_15.npy
/TCG-15/features/subject_3_instance_16.npy,/TCG-15/gt_arr/subject_3_instance_16.npy,/TCG-15/gt_boundary_arr/subject_3_instance_16.npy
/TCG-15/features/subject_3_instance_17.npy,/TCG-15/gt_arr/subject_3_instance_17.npy,/TCG-15/gt_boundary_arr/subject_3_instance_17.npy
/TCG-15/features/subject_3_instance_18.npy,/TCG-15/gt_arr/subject_3_instance_18.npy,/TCG-15/gt_boundary_arr/subject_3_instance_18.npy
/TCG-15/features/subject_3_instance_19.npy,/TCG-15/gt_arr/subject_3_instance_19.npy,/TCG-15/gt_boundary_arr/subject_3_instance_19.npy
/TCG-15/features/subject_3_instance_21.npy,/TCG-15/gt_arr/subject_3_instance_21.npy,/TCG-15/gt_boundary_arr/subject_3_instance_21.npy
/TCG-15/features/subject_3_instance_22.npy,/TCG-15/gt_arr/subject_3_instance_22.npy,/TCG-15/gt_boundary_arr/subject_3_instance_22.npy
/TCG-15/features/subject_3_instance_23.npy,/TCG-15/gt_arr/subject_3_instance_23.npy,/TCG-15/gt_boundary_arr/subject_3_instance_23.npy
/TCG-15/features/subject_3_instance_24.npy,/TCG-15/gt_arr/subject_3_instance_24.npy,/TCG-15/gt_boundary_arr/subject_3_instance_24.npy
/TCG-15/features/subject_3_instance_25.npy,/TCG-15/gt_arr/subject_3_instance_25.npy,/TCG-15/gt_boundary_arr/subject_3_instance_25.npy
/TCG-15/features/subject_3_instance_26.npy,/TCG-15/gt_arr/subject_3_instance_26.npy,/TCG-15/gt_boundary_arr/subject_3_instance_26.npy
/TCG-15/features/subject_3_instance_27.npy,/TCG-15/gt_arr/subject_3_instance_27.npy,/TCG-15/gt_boundary_arr/subject_3_instance_27.npy
/TCG-15/features/subject_3_instance_28.npy,/TCG-15/gt_arr/subject_3_instance_28.npy,/TCG-15/gt_boundary_arr/subject_3_instance_28.npy
/TCG-15/features/subject_3_instance_29.npy,/TCG-15/gt_arr/subject_3_instance_29.npy,/TCG-15/gt_boundary_arr/subject_3_instance_29.npy
/TCG-15/features/subject_3_instance_31.npy,/TCG-15/gt_arr/subject_3_instance_31.npy,/TCG-15/gt_boundary_arr/subject_3_instance_31.npy
/TCG-15/features/subject_3_instance_32.npy,/TCG-15/gt_arr/subject_3_instance_32.npy,/TCG-15/gt_boundary_arr/subject_3_instance_32.npy
/TCG-15/features/subject_3_instance_33.npy,/TCG-15/gt_arr/subject_3_instance_33.npy,/TCG-15/gt_boundary_arr/subject_3_instance_33.npy
/TCG-15/features/subject_3_instance_34.npy,/TCG-15/gt_arr/subject_3_instance_34.npy,/TCG-15/gt_boundary_arr/subject_3_instance_34.npy
/TCG-15/features/subject_3_instance_35.npy,/TCG-15/gt_arr/subject_3_instance_35.npy,/TCG-15/gt_boundary_arr/subject_3_instance_35.npy
/TCG-15/features/subject_3_instance_36.npy,/TCG-15/gt_arr/subject_3_instance_36.npy,/TCG-15/gt_boundary_arr/subject_3_instance_36.npy
/TCG-15/features/subject_3_instance_37.npy,/TCG-15/gt_arr/subject_3_instance_37.npy,/TCG-15/gt_boundary_arr/subject_3_instance_37.npy
/TCG-15/features/subject_3_instance_38.npy,/TCG-15/gt_arr/subject_3_instance_38.npy,/TCG-15/gt_boundary_arr/subject_3_instance_38.npy
/TCG-15/features/subject_3_instance_39.npy,/TCG-15/gt_arr/subject_3_instance_39.npy,/TCG-15/gt_boundary_arr/subject_3_instance_39.npy
/TCG-15/features/subject_3_instance_41.npy,/TCG-15/gt_arr/subject_3_instance_41.npy,/TCG-15/gt_boundary_arr/subject_3_instance_41.npy
/TCG-15/features/subject_3_instance_42.npy,/TCG-15/gt_arr/subject_3_instance_42.npy,/TCG-15/gt_boundary_arr/subject_3_instance_42.npy
/TCG-15/features/subject_3_instance_43.npy,/TCG-15/gt_arr/subject_3_instance_43.npy,/TCG-15/gt_boundary_arr/subject_3_instance_43.npy
/TCG-15/features/subject_3_instance_44.npy,/TCG-15/gt_arr/subject_3_instance_44.npy,/TCG-15/gt_boundary_arr/subject_3_instance_44.npy
/TCG-15/features/subject_3_instance_45.npy,/TCG-15/gt_arr/subject_3_instance_45.npy,/TCG-15/gt_boundary_arr/subject_3_instance_45.npy
/TCG-15/features/subject_3_instance_46.npy,/TCG-15/gt_arr/subject_3_instance_46.npy,/TCG-15/gt_boundary_arr/subject_3_instance_46.npy
/TCG-15/features/subject_3_instance_47.npy,/TCG-15/gt_arr/subject_3_instance_47.npy,/TCG-15/gt_boundary_arr/subject_3_instance_47.npy
/TCG-15/features/subject_3_instance_48.npy,/TCG-15/gt_arr/subject_3_instance_48.npy,/TCG-15/gt_boundary_arr/subject_3_instance_48.npy
/TCG-15/features/subject_3_instance_49.npy,/TCG-15/gt_arr/subject_3_instance_49.npy,/TCG-15/gt_boundary_arr/subject_3_instance_49.npy
/TCG-15/features/subject_3_instance_51.npy,/TCG-15/gt_arr/subject_3_instance_51.npy,/TCG-15/gt_boundary_arr/subject_3_instance_51.npy
/TCG-15/features/subject_3_instance_52.npy,/TCG-15/gt_arr/subject_3_instance_52.npy,/TCG-15/gt_boundary_arr/subject_3_instance_52.npy
/TCG-15/features/subject_3_instance_53.npy,/TCG-15/gt_arr/subject_3_instance_53.npy,/TCG-15/gt_boundary_arr/subject_3_instance_53.npy
/TCG-15/features/subject_3_instance_54.npy,/TCG-15/gt_arr/subject_3_instance_54.npy,/TCG-15/gt_boundary_arr/subject_3_instance_54.npy
/TCG-15/features/subject_3_instance_55.npy,/TCG-15/gt_arr/subject_3_instance_55.npy,/TCG-15/gt_boundary_arr/subject_3_instance_55.npy
/TCG-15/features/subject_3_instance_56.npy,/TCG-15/gt_arr/subject_3_instance_56.npy,/TCG-15/gt_boundary_arr/subject_3_instance_56.npy
/TCG-15/features/subject_3_instance_57.npy,/TCG-15/gt_arr/subject_3_instance_57.npy,/TCG-15/gt_boundary_arr/subject_3_instance_57.npy
/TCG-15/features/subject_3_instance_58.npy,/TCG-15/gt_arr/subject_3_instance_58.npy,/TCG-15/gt_boundary_arr/subject_3_instance_58.npy
/TCG-15/features/subject_3_instance_59.npy,/TCG-15/gt_arr/subject_3_instance_59.npy,/TCG-15/gt_boundary_arr/subject_3_instance_59.npy
/TCG-15/features/subject_3_instance_61.npy,/TCG-15/gt_arr/subject_3_instance_61.npy,/TCG-15/gt_boundary_arr/subject_3_instance_61.npy
/TCG-15/features/subject_3_instance_62.npy,/TCG-15/gt_arr/subject_3_instance_62.npy,/TCG-15/gt_boundary_arr/subject_3_instance_62.npy
/TCG-15/features/subject_3_instance_63.npy,/TCG-15/gt_arr/subject_3_instance_63.npy,/TCG-15/gt_boundary_arr/subject_3_instance_63.npy
/TCG-15/features/subject_3_instance_64.npy,/TCG-15/gt_arr/subject_3_instance_64.npy,/TCG-15/gt_boundary_arr/subject_3_instance_64.npy
/TCG-15/features/subject_3_instance_65.npy,/TCG-15/gt_arr/subject_3_instance_65.npy,/TCG-15/gt_boundary_arr/subject_3_instance_65.npy
/TCG-15/features/subject_3_instance_66.npy,/TCG-15/gt_arr/subject_3_instance_66.npy,/TCG-15/gt_boundary_arr/subject_3_instance_66.npy
/TCG-15/features/subject_3_instance_67.npy,/TCG-15/gt_arr/subject_3_instance_67.npy,/TCG-15/gt_boundary_arr/subject_3_instance_67.npy
/TCG-15/features/subject_3_instance_68.npy,/TCG-15/gt_arr/subject_3_instance_68.npy,/TCG-15/gt_boundary_arr/subject_3_instance_68.npy
/TCG-15/features/subject_3_instance_69.npy,/TCG-15/gt_arr/subject_3_instance_69.npy,/TCG-15/gt_boundary_arr/subject_3_instance_69.npy
/TCG-15/features/subject_3_instance_71.npy,/TCG-15/gt_arr/subject_3_instance_71.npy,/TCG-15/gt_boundary_arr/subject_3_instance_71.npy
/TCG-15/features/subject_3_instance_72.npy,/TCG-15/gt_arr/subject_3_instance_72.npy,/TCG-15/gt_boundary_arr/subject_3_instance_72.npy
/TCG-15/features/subject_3_instance_73.npy,/TCG-15/gt_arr/subject_3_instance_73.npy,/TCG-15/gt_boundary_arr/subject_3_instance_73.npy
/TCG-15/features/subject_3_instance_74.npy,/TCG-15/gt_arr/subject_3_instance_74.npy,/TCG-15/gt_boundary_arr/subject_3_instance_74.npy
/TCG-15/features/subject_3_instance_75.npy,/TCG-15/gt_arr/subject_3_instance_75.npy,/TCG-15/gt_boundary_arr/subject_3_instance_75.npy
/TCG-15/features/subject_3_instance_76.npy,/TCG-15/gt_arr/subject_3_instance_76.npy,/TCG-15/gt_boundary_arr/subject_3_instance_76.npy
/TCG-15/features/subject_3_instance_77.npy,/TCG-15/gt_arr/subject_3_instance_77.npy,/TCG-15/gt_boundary_arr/subject_3_instance_77.npy
/TCG-15/features/subject_3_instance_78.npy,/TCG-15/gt_arr/subject_3_instance_78.npy,/TCG-15/gt_boundary_arr/subject_3_instance_78.npy
/TCG-15/features/subject_3_instance_79.npy,/TCG-15/gt_arr/subject_3_instance_79.npy,/TCG-15/gt_boundary_arr/subject_3_instance_79.npy
/TCG-15/features/subject_3_instance_81.npy,/TCG-15/gt_arr/subject_3_instance_81.npy,/TCG-15/gt_boundary_arr/subject_3_instance_81.npy
/TCG-15/features/subject_3_instance_82.npy,/TCG-15/gt_arr/subject_3_instance_82.npy,/TCG-15/gt_boundary_arr/subject_3_instance_82.npy
/TCG-15/features/subject_3_instance_83.npy,/TCG-15/gt_arr/subject_3_instance_83.npy,/TCG-15/gt_boundary_arr/subject_3_instance_83.npy
/TCG-15/features/subject_3_instance_84.npy,/TCG-15/gt_arr/subject_3_instance_84.npy,/TCG-15/gt_boundary_arr/subject_3_instance_84.npy
/TCG-15/features/subject_3_instance_85.npy,/TCG-15/gt_arr/subject_3_instance_85.npy,/TCG-15/gt_boundary_arr/subject_3_instance_85.npy
/TCG-15/features/subject_3_instance_86.npy,/TCG-15/gt_arr/subject_3_instance_86.npy,/TCG-15/gt_boundary_arr/subject_3_instance_86.npy
/TCG-15/features/subject_3_instance_87.npy,/TCG-15/gt_arr/subject_3_instance_87.npy,/TCG-15/gt_boundary_arr/subject_3_instance_87.npy
/TCG-15/features/subject_3_instance_88.npy,/TCG-15/gt_arr/subject_3_instance_88.npy,/TCG-15/gt_boundary_arr/subject_3_instance_88.npy
/TCG-15/features/subject_3_instance_89.npy,/TCG-15/gt_arr/subject_3_instance_89.npy,/TCG-15/gt_boundary_arr/subject_3_instance_89.npy
/TCG-15/features/subject_3_instance_91.npy,/TCG-15/gt_arr/subject_3_instance_91.npy,/TCG-15/gt_boundary_arr/subject_3_instance_91.npy
/TCG-15/features/subject_3_instance_92.npy,/TCG-15/gt_arr/subject_3_instance_92.npy,/TCG-15/gt_boundary_arr/subject_3_instance_92.npy
/TCG-15/features/subject_3_instance_93.npy,/TCG-15/gt_arr/subject_3_instance_93.npy,/TCG-15/gt_boundary_arr/subject_3_instance_93.npy
/TCG-15/features/subject_3_instance_94.npy,/TCG-15/gt_arr/subject_3_instance_94.npy,/TCG-15/gt_boundary_arr/subject_3_instance_94.npy
/TCG-15/features/subject_3_instance_95.npy,/TCG-15/gt_arr/subject_3_instance_95.npy,/TCG-15/gt_boundary_arr/subject_3_instance_95.npy
/TCG-15/features/subject_3_instance_96.npy,/TCG-15/gt_arr/subject_3_instance_96.npy,/TCG-15/gt_boundary_arr/subject_3_instance_96.npy
/TCG-15/features/subject_3_instance_97.npy,/TCG-15/gt_arr/subject_3_instance_97.npy,/TCG-15/gt_boundary_arr/subject_3_instance_97.npy
/TCG-15/features/subject_3_instance_98.npy,/TCG-15/gt_arr/subject_3_instance_98.npy,/TCG-15/gt_boundary_arr/subject_3_instance_98.npy
/TCG-15/features/subject_3_instance_99.npy,/TCG-15/gt_arr/subject_3_instance_99.npy,/TCG-15/gt_boundary_arr/subject_3_instance_99.npy
/TCG-15/features/subject_3_instance_101.npy,/TCG-15/gt_arr/subject_3_instance_101.npy,/TCG-15/gt_boundary_arr/subject_3_instance_101.npy
/TCG-15/features/subject_3_instance_102.npy,/TCG-15/gt_arr/subject_3_instance_102.npy,/TCG-15/gt_boundary_arr/subject_3_instance_102.npy
/TCG-15/features/subject_3_instance_103.npy,/TCG-15/gt_arr/subject_3_instance_103.npy,/TCG-15/gt_boundary_arr/subject_3_instance_103.npy
/TCG-15/features/subject_3_instance_104.npy,/TCG-15/gt_arr/subject_3_instance_104.npy,/TCG-15/gt_boundary_arr/subject_3_instance_104.npy
/TCG-15/features/subject_3_instance_105.npy,/TCG-15/gt_arr/subject_3_instance_105.npy,/TCG-15/gt_boundary_arr/subject_3_instance_105.npy
/TCG-15/features/subject_3_instance_106.npy,/TCG-15/gt_arr/subject_3_instance_106.npy,/TCG-15/gt_boundary_arr/subject_3_instance_106.npy
/TCG-15/features/subject_3_instance_107.npy,/TCG-15/gt_arr/subject_3_instance_107.npy,/TCG-15/gt_boundary_arr/subject_3_instance_107.npy
/TCG-15/features/subject_3_instance_108.npy,/TCG-15/gt_arr/subject_3_instance_108.npy,/TCG-15/gt_boundary_arr/subject_3_instance_108.npy
/TCG-15/features/subject_3_instance_109.npy,/TCG-15/gt_arr/subject_3_instance_109.npy,/TCG-15/gt_boundary_arr/subject_3_instance_109.npy
/TCG-15/features/subject_4_instance_1.npy,/TCG-15/gt_arr/subject_4_instance_1.npy,/TCG-15/gt_boundary_arr/subject_4_instance_1.npy
/TCG-15/features/subject_4_instance_2.npy,/TCG-15/gt_arr/subject_4_instance_2.npy,/TCG-15/gt_boundary_arr/subject_4_instance_2.npy
/TCG-15/features/subject_4_instance_3.npy,/TCG-15/gt_arr/subject_4_instance_3.npy,/TCG-15/gt_boundary_arr/subject_4_instance_3.npy
/TCG-15/features/subject_4_instance_4.npy,/TCG-15/gt_arr/subject_4_instance_4.npy,/TCG-15/gt_boundary_arr/subject_4_instance_4.npy
/TCG-15/features/subject_4_instance_5.npy,/TCG-15/gt_arr/subject_4_instance_5.npy,/TCG-15/gt_boundary_arr/subject_4_instance_5.npy
/TCG-15/features/subject_4_instance_6.npy,/TCG-15/gt_arr/subject_4_instance_6.npy,/TCG-15/gt_boundary_arr/subject_4_instance_6.npy
/TCG-15/features/subject_4_instance_7.npy,/TCG-15/gt_arr/subject_4_instance_7.npy,/TCG-15/gt_boundary_arr/subject_4_instance_7.npy
/TCG-15/features/subject_4_instance_8.npy,/TCG-15/gt_arr/subject_4_instance_8.npy,/TCG-15/gt_boundary_arr/subject_4_instance_8.npy
/TCG-15/features/subject_4_instance_9.npy,/TCG-15/gt_arr/subject_4_instance_9.npy,/TCG-15/gt_boundary_arr/subject_4_instance_9.npy
/TCG-15/features/subject_4_instance_11.npy,/TCG-15/gt_arr/subject_4_instance_11.npy,/TCG-15/gt_boundary_arr/subject_4_instance_11.npy
/TCG-15/features/subject_4_instance_12.npy,/TCG-15/gt_arr/subject_4_instance_12.npy,/TCG-15/gt_boundary_arr/subject_4_instance_12.npy
/TCG-15/features/subject_4_instance_13.npy,/TCG-15/gt_arr/subject_4_instance_13.npy,/TCG-15/gt_boundary_arr/subject_4_instance_13.npy
/TCG-15/features/subject_4_instance_14.npy,/TCG-15/gt_arr/subject_4_instance_14.npy,/TCG-15/gt_boundary_arr/subject_4_instance_14.npy
/TCG-15/features/subject_4_instance_15.npy,/TCG-15/gt_arr/subject_4_instance_15.npy,/TCG-15/gt_boundary_arr/subject_4_instance_15.npy
/TCG-15/features/subject_4_instance_16.npy,/TCG-15/gt_arr/subject_4_instance_16.npy,/TCG-15/gt_boundary_arr/subject_4_instance_16.npy
/TCG-15/features/subject_4_instance_17.npy,/TCG-15/gt_arr/subject_4_instance_17.npy,/TCG-15/gt_boundary_arr/subject_4_instance_17.npy
/TCG-15/features/subject_4_instance_18.npy,/TCG-15/gt_arr/subject_4_instance_18.npy,/TCG-15/gt_boundary_arr/subject_4_instance_18.npy
/TCG-15/features/subject_4_instance_19.npy,/TCG-15/gt_arr/subject_4_instance_19.npy,/TCG-15/gt_boundary_arr/subject_4_instance_19.npy
/TCG-15/features/subject_4_instance_21.npy,/TCG-15/gt_arr/subject_4_instance_21.npy,/TCG-15/gt_boundary_arr/subject_4_instance_21.npy
/TCG-15/features/subject_4_instance_22.npy,/TCG-15/gt_arr/subject_4_instance_22.npy,/TCG-15/gt_boundary_arr/subject_4_instance_22.npy
/TCG-15/features/subject_4_instance_23.npy,/TCG-15/gt_arr/subject_4_instance_23.npy,/TCG-15/gt_boundary_arr/subject_4_instance_23.npy
/TCG-15/features/subject_4_instance_24.npy,/TCG-15/gt_arr/subject_4_instance_24.npy,/TCG-15/gt_boundary_arr/subject_4_instance_24.npy
/TCG-15/features/subject_4_instance_25.npy,/TCG-15/gt_arr/subject_4_instance_25.npy,/TCG-15/gt_boundary_arr/subject_4_instance_25.npy
/TCG-15/features/subject_4_instance_26.npy,/TCG-15/gt_arr/subject_4_instance_26.npy,/TCG-15/gt_boundary_arr/subject_4_instance_26.npy
/TCG-15/features/subject_4_instance_27.npy,/TCG-15/gt_arr/subject_4_instance_27.npy,/TCG-15/gt_boundary_arr/subject_4_instance_27.npy
/TCG-15/features/subject_4_instance_28.npy,/TCG-15/gt_arr/subject_4_instance_28.npy,/TCG-15/gt_boundary_arr/subject_4_instance_28.npy
/TCG-15/features/subject_4_instance_29.npy,/TCG-15/gt_arr/subject_4_instance_29.npy,/TCG-15/gt_boundary_arr/subject_4_instance_29.npy
/TCG-15/features/subject_4_instance_31.npy,/TCG-15/gt_arr/subject_4_instance_31.npy,/TCG-15/gt_boundary_arr/subject_4_instance_31.npy
/TCG-15/features/subject_4_instance_32.npy,/TCG-15/gt_arr/subject_4_instance_32.npy,/TCG-15/gt_boundary_arr/subject_4_instance_32.npy
/TCG-15/features/subject_4_instance_33.npy,/TCG-15/gt_arr/subject_4_instance_33.npy,/TCG-15/gt_boundary_arr/subject_4_instance_33.npy
/TCG-15/features/subject_4_instance_34.npy,/TCG-15/gt_arr/subject_4_instance_34.npy,/TCG-15/gt_boundary_arr/subject_4_instance_34.npy
/TCG-15/features/subject_4_instance_35.npy,/TCG-15/gt_arr/subject_4_instance_35.npy,/TCG-15/gt_boundary_arr/subject_4_instance_35.npy
/TCG-15/features/subject_4_instance_36.npy,/TCG-15/gt_arr/subject_4_instance_36.npy,/TCG-15/gt_boundary_arr/subject_4_instance_36.npy
/TCG-15/features/subject_4_instance_37.npy,/TCG-15/gt_arr/subject_4_instance_37.npy,/TCG-15/gt_boundary_arr/subject_4_instance_37.npy
/TCG-15/features/subject_4_instance_38.npy,/TCG-15/gt_arr/subject_4_instance_38.npy,/TCG-15/gt_boundary_arr/subject_4_instance_38.npy
/TCG-15/features/subject_4_instance_39.npy,/TCG-15/gt_arr/subject_4_instance_39.npy,/TCG-15/gt_boundary_arr/subject_4_instance_39.npy
/TCG-15/features/subject_4_instance_41.npy,/TCG-15/gt_arr/subject_4_instance_41.npy,/TCG-15/gt_boundary_arr/subject_4_instance_41.npy
/TCG-15/features/subject_4_instance_42.npy,/TCG-15/gt_arr/subject_4_instance_42.npy,/TCG-15/gt_boundary_arr/subject_4_instance_42.npy
/TCG-15/features/subject_4_instance_43.npy,/TCG-15/gt_arr/subject_4_instance_43.npy,/TCG-15/gt_boundary_arr/subject_4_instance_43.npy
/TCG-15/features/subject_4_instance_44.npy,/TCG-15/gt_arr/subject_4_instance_44.npy,/TCG-15/gt_boundary_arr/subject_4_instance_44.npy
/TCG-15/features/subject_4_instance_45.npy,/TCG-15/gt_arr/subject_4_instance_45.npy,/TCG-15/gt_boundary_arr/subject_4_instance_45.npy
/TCG-15/features/subject_4_instance_46.npy,/TCG-15/gt_arr/subject_4_instance_46.npy,/TCG-15/gt_boundary_arr/subject_4_instance_46.npy
/TCG-15/features/subject_4_instance_47.npy,/TCG-15/gt_arr/subject_4_instance_47.npy,/TCG-15/gt_boundary_arr/subject_4_instance_47.npy
/TCG-15/features/subject_4_instance_48.npy,/TCG-15/gt_arr/subject_4_instance_48.npy,/TCG-15/gt_boundary_arr/subject_4_instance_48.npy
/TCG-15/features/subject_4_instance_49.npy,/TCG-15/gt_arr/subject_4_instance_49.npy,/TCG-15/gt_boundary_arr/subject_4_instance_49.npy
/TCG-15/features/subject_4_instance_51.npy,/TCG-15/gt_arr/subject_4_instance_51.npy,/TCG-15/gt_boundary_arr/subject_4_instance_51.npy
/TCG-15/features/subject_4_instance_52.npy,/TCG-15/gt_arr/subject_4_instance_52.npy,/TCG-15/gt_boundary_arr/subject_4_instance_52.npy
/TCG-15/features/subject_4_instance_53.npy,/TCG-15/gt_arr/subject_4_instance_53.npy,/TCG-15/gt_boundary_arr/subject_4_instance_53.npy
/TCG-15/features/subject_4_instance_54.npy,/TCG-15/gt_arr/subject_4_instance_54.npy,/TCG-15/gt_boundary_arr/subject_4_instance_54.npy
/TCG-15/features/subject_4_instance_55.npy,/TCG-15/gt_arr/subject_4_instance_55.npy,/TCG-15/gt_boundary_arr/subject_4_instance_55.npy
/TCG-15/features/subject_4_instance_56.npy,/TCG-15/gt_arr/subject_4_instance_56.npy,/TCG-15/gt_boundary_arr/subject_4_instance_56.npy
/TCG-15/features/subject_4_instance_57.npy,/TCG-15/gt_arr/subject_4_instance_57.npy,/TCG-15/gt_boundary_arr/subject_4_instance_57.npy
/TCG-15/features/subject_4_instance_58.npy,/TCG-15/gt_arr/subject_4_instance_58.npy,/TCG-15/gt_boundary_arr/subject_4_instance_58.npy
/TCG-15/features/subject_4_instance_59.npy,/TCG-15/gt_arr/subject_4_instance_59.npy,/TCG-15/gt_boundary_arr/subject_4_instance_59.npy
/TCG-15/features/subject_4_instance_61.npy,/TCG-15/gt_arr/subject_4_instance_61.npy,/TCG-15/gt_boundary_arr/subject_4_instance_61.npy
/TCG-15/features/subject_4_instance_62.npy,/TCG-15/gt_arr/subject_4_instance_62.npy,/TCG-15/gt_boundary_arr/subject_4_instance_62.npy
/TCG-15/features/subject_4_instance_63.npy,/TCG-15/gt_arr/subject_4_instance_63.npy,/TCG-15/gt_boundary_arr/subject_4_instance_63.npy
/TCG-15/features/subject_4_instance_64.npy,/TCG-15/gt_arr/subject_4_instance_64.npy,/TCG-15/gt_boundary_arr/subject_4_instance_64.npy
/TCG-15/features/subject_4_instance_65.npy,/TCG-15/gt_arr/subject_4_instance_65.npy,/TCG-15/gt_boundary_arr/subject_4_instance_65.npy
/TCG-15/features/subject_4_instance_66.npy,/TCG-15/gt_arr/subject_4_instance_66.npy,/TCG-15/gt_boundary_arr/subject_4_instance_66.npy
/TCG-15/features/subject_4_instance_67.npy,/TCG-15/gt_arr/subject_4_instance_67.npy,/TCG-15/gt_boundary_arr/subject_4_instance_67.npy
